WKT,eis_facility_site_id,program_system_code,alt_agency_id,region_cd,st_usps_cd,county_name,state_and_county_fips_code,tribal_name,facility_site_name,naics_cd,naics_description,facility_source_type,location_address_text,locality,addr_state_cd,address_postal_code,emissions_operating_type,pollutant_cd,pollutant_desc,total_emissions,uom,fips_state_code,company_name,reporting_period,major_source
"POINT (-781233.63406437 1927164.90458693)",1343311,CODPH,CO0000000801301,08,CO,Boulder,08013,,RUDI S ORGANIC BAKERY,311812,Commercial Bakeries,Bakeries,"3300 WALNUT ST, UNIT C",BOULDER,CO,80301,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.024392805,TON,08,Na,A,0
"POINT (-781233.63406437 1927164.90458693)",1343311,CODPH,CO0000000801301,08,CO,Boulder,08013,,RUDI S ORGANIC BAKERY,311812,Commercial Bakeries,Bakeries,"3300 WALNUT ST, UNIT C",BOULDER,CO,80301,R,SO4,Sulfate Portion of PM2.5-PRI,1.3875e-005,TON,08,Na,A,0
"POINT (-781233.63406437 1927164.90458693)",1343311,CODPH,CO0000000801301,08,CO,Boulder,08013,,RUDI S ORGANIC BAKERY,311812,Commercial Bakeries,Bakeries,"3300 WALNUT ST, UNIT C",BOULDER,CO,80301,R,VOC,Volatile Organic Compounds,7.6581,TON,08,Na,A,0
"POINT (-774978.318154302 1917409.44257196)",1343411,CODPH,CO0000000801300,08,CO,Boulder,08013,,CONVENIENCE RETAILERS - CONOCO # 6526,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,520 S MCCASLIN BLVD,LOUISVILLE,CO,80027-9419,R,VOC,Volatile Organic Compounds,19.624319,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,CO,Carbon Monoxide,0.11,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,EC,Elemental Carbon portion of PM2.5-PRI,0.00022311,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,NO3,Nitrate portion of PM2.5-PRI,7.973e-005,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,NOX,Nitrogen Oxides,1.2,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,OC,Organic Carbon portion of PM2.5-PRI,0.001495775,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PM-CON,PM Condensible,0.0015075,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PM10-FIL,PM10 Filterable,0.0018425,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PM10-PRI,PM10 Primary (Filt + Cond),0.00335,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PM25-FIL,PM2.5 Filterable,0.0018425,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.00335,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.00123548,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,SO2,Sulfur Dioxide,0.000201,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,SO4,Sulfate Portion of PM2.5-PRI,0.000315905,TON,08,Na,A,0
"POINT (-781119.938459942 1926856.26088358)",1343611,CODPH,CO0000000801300,08,CO,Boulder,08013,,REGIONAL TRANSPORTATION DISTRICT,485113,Bus and Other Motor Vehicle Transit Systems,,1707 EXPOSITION DR,BOULDER,CO,80301,R,VOC,Volatile Organic Compounds,0.475,TON,08,Na,A,0
"POINT (-783863.641586923 1928863.27297001)",1344011,CODPH,CO0000000801300,08,CO,Boulder,08013,,CIRCLE K STORE # 2709865,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,3040 BROADWAY ST,BOULDER,CO,80304-3135,R,VOC,Volatile Organic Compounds,9.608827,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,EC,Elemental Carbon portion of PM2.5-PRI,0.02536,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,NO3,Nitrate portion of PM2.5-PRI,0.003875,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,OC,Organic Carbon portion of PM2.5-PRI,0.171608,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PM-CON,PM Condensible,0,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PM10-FIL,PM10 Filterable,0.39,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PM10-PRI,PM10 Primary (Filt + Cond),0.39,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PM25-FIL,PM2.5 Filterable,0.39,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.39,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.1778216,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,SO4,Sulfate Portion of PM2.5-PRI,0.011315,TON,08,Na,A,0
"POINT (-776802.748526687 1932083.49263811)",1344111,CODPH,CO0000000801300,08,CO,Boulder,08013,,PICTURE WOODS LTD,339999,All Other Miscellaneous Manufacturing,,5060 CHAPARRAL CT,BOULDER,CO,80301,R,VOC,Volatile Organic Compounds,3.99,TON,08,Na,A,0
"POINT (-782043.45673706 1925119.63079545)",1344211,CODPH,CO0000000801300,08,CO,Boulder,08013,,CIRCLE K STORE # 2709861,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,2877 BASELINE RD,BOULDER,CO,80303-2311,R,VOC,Volatile Organic Compounds,6.457668,TON,08,Na,A,0
"POINT (-774949.347140242 1919321.83633015)",1344611,CODPH,CO0000000801300,08,CO,Boulder,08013,,CONVENIENCE RETAILERS - CONOCO # 6529,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,191 S MCCASLIN BLVD,SUPERIOR,CO,80027-9638,R,VOC,Volatile Organic Compounds,2.969772,TON,08,Na,A,0
"POINT (-778870.416105299 1926953.21727161)",1344811,CODPH,CO0000000801300,08,CO,Boulder,08013,,RESEARCH ELECTRO OPTICS INC,335999,All Other Miscellaneous Electrical Equipment,,5505 AIRPORT BLVD,BOULDER,CO,80301-2809,R,VOC,Volatile Organic Compounds,4.86,TON,08,Na,A,0
"POINT (-758737.470971468 1911204.61521386)",1368911,CODPH,CO0000000800100,08,CO,Adams,08001,,ADVANCED COLLISION CENTER,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",11045 IRMA DR,NORTHGLENN,CO,80233-3619,R,VOC,Volatile Organic Compounds,0.900309,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,CO,Carbon Monoxide,0.652,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,EC,Elemental Carbon portion of PM2.5-PRI,0.02359872,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,NO3,Nitrate portion of PM2.5-PRI,3.49146e-005,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,NOX,Nitrogen Oxides,0.7,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,OC,Organic Carbon portion of PM2.5-PRI,0.00537336,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PM-CON,PM Condensible,0.000873269,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PM10-FIL,PM10 Filterable,0.02972669,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PM10-PRI,PM10 Primary (Filt + Cond),0.0306,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PM25-FIL,PM2.5 Filterable,0.02972669,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.0306,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.0015019398,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,SO2,Sulfur Dioxide,0.0625,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,SO4,Sulfate Portion of PM2.5-PRI,9.027e-005,TON,08,Na,A,0
"POINT (-760508.024975043 1905840.13429588)",1369111,CODPH,CO0000000800100,08,CO,Adams,08001,,"SUNGARD AVAILABILITY SERVICES, LP",541513,Computer Facilities Management Services,,500 E 84TH AVE STE E-5,THORNTON,CO,80229,R,VOC,Volatile Organic Compounds,0.0751,TON,08,Na,A,0
"POINT (-755530.459008111 1898388.99916642)",1369311,CODPH,CO0000000800100,08,CO,Adams,08001,,"QWEST COMMUNICATIONS INTERNATIONAL, INC",517110,Wired Telecommunications Carriers,,4901 LOCUST ST,COMMERCE CITY,CO,80022-4525,R,VOC,Volatile Organic Compounds,0.1625,TON,08,Na,A,0
"POINT (-758501.37472253 1906669.46499263)",1369611,CODPH,CO0000000800100,08,CO,Adams,08001,,WESTERN GAS & CONVENIENCE #105,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,2301 E 88TH AVE,THORNTON,CO,80229-5100,R,VOC,Volatile Organic Compounds,6.298625,TON,08,Na,A,0
"POINT (-744379.369259158 1920054.80031466)",1369711,CODPH,CO0000000800100,08,CO,Adams,08001,,WESTERN GAS & CONVENIENCE #112,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,1351 E BRIDGE ST,BRIGHTON,CO,80601-1906,R,VOC,Volatile Organic Compounds,10.51761,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,EC,Elemental Carbon portion of PM2.5-PRI,0.020286,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,NO3,Nitrate portion of PM2.5-PRI,0.0007544,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,OC,Organic Carbon portion of PM2.5-PRI,0.040342,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PM-CON,PM Condensible,0,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PM10-FIL,PM10 Filterable,0.46,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PM10-PRI,PM10 Primary (Filt + Cond),0.46,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PM25-FIL,PM2.5 Filterable,0.46,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0.46,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,0.37329,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,SO4,Sulfate Portion of PM2.5-PRI,0.025346,TON,08,Na,A,0
"POINT (-758635.703638475 1888738.41199264)",1372411,CODPH,CO0000000803100,08,CO,Denver,08031,,JOHN ELWAY CHEVROLET ON CO BLVD,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",1080 SOUTH COLORADO BOULEVARD,DENVER,CO,80246,R,VOC,Volatile Organic Compounds,1.55,TON,08,Na,A,0
"POINT (-758507.367387946 1888278.31960368)",1372511,CODPH,CO0000000803100,08,CO,Denver,08031,,ABRA AUTO BODY & GLASS,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",4201 E LOUISIANA AVE,DENVER,CO,80246-3418,R,VOC,Volatile Organic Compounds,2.2,TON,08,Na,A,0
"POINT (-754002.594057958 1893136.26761134)",1372711,CODPH,CO0000000803100,08,CO,Denver,08031,,WEST AUTO BODY,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",8450 E COLFAX AVE,DENVER,CO,80220-2113,R,VOC,Volatile Organic Compounds,6.112937,TON,08,Na,A,0
"POINT (-763881.172578603 1886767.17449916)",1372911,CODPH,CO0000000803100,08,CO,Denver,08031,,MATRIX AUTO BODY,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2289 S JASON ST,DENVER,CO,80223-4006,R,VOC,Volatile Organic Compounds,2.24117,TON,08,Na,A,0
"POINT (-767105.524788727 1890432.8534213)",1373011,CODPH,CO0000000803100,08,CO,Denver,08031,,CALIBER COLLISION CENTERS - WEST DENVER,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",4171 MORRISON RD,DENVER,CO,80219-2543,R,VOC,Volatile Organic Compounds,6.79456,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,EC,Elemental Carbon portion of PM2.5-PRI,0.02985577,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,NO3,Nitrate portion of PM2.5-PRI,0,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,OC,Organic Carbon portion of PM2.5-PRI,0.885436836,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PM-CON,PM Condensible,0,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PM10-FIL,PM10 Filterable,5.14,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PM10-PRI,PM10 Primary (Filt + Cond),5.14,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PM25-FIL,PM2.5 Filterable,4.26511,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PM25-PRI,PM2.5 Primary (Filt + Cond),4.26511,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,PMFINE,Remaining PMFINE portion of PM2.5-PRI,3.349390883,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,SO4,Sulfate Portion of PM2.5-PRI,0,TON,08,Na,A,0
"POINT (-759685.918600052 1893625.07706533)",1373111,CODPH,CO0000000803100,08,CO,Denver,08031,,MAACO AUTO PAINTING NO 1032,811121,"Automotive Body, Paint, and Interior Repair a","Auto Body, Painting, or Repair Shop",2424 E COLFAX AVE,DENVER,CO,80206,R,VOC,Volatile Organic Compounds,2.45,TON,08,Na,A,0
"POINT (-765971.928382319 1887342.13198875)",1373211,CODPH,CO0000000803100,08,CO,Denver,08031,,WEST EVANS CONOCO,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,2110 S FEDERAL BLVD,DENVER,CO,80219-5432,R,VOC,Volatile Organic Compounds,5.31296,TON,08,Na,A,0
"POINT (-749337.517405623 1897175.92788108)",1373311,CODPH,CO0000000803100,08,CO,Denver,08031,,SEJ ASSET MGMT - SEJ #25550,447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,12880 ALBROOK DR,DENVER,CO,80239-4602,R,VOC,Volatile Organic Compounds,0.627201,TON,08,Na,A,0
"POINT (-758552.578788149 1897931.70425207)",1373411,CODPH,CO0000000803100,08,CO,Denver,08031,,"7-ELEVEN, INC. - NO 25907",447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,3200 E 45TH AVE,DENVER,CO,80216-4133,R,VOC,Volatile Organic Compounds,1.482924,TON,08,Na,A,0
"POINT (-757949.979902243 1896389.07373263)",1373511,CODPH,CO0000000803100,08,CO,Denver,08031,,"7-ELEVEN, INC. - NO 27067",447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,3990 E 35TH AVE,DENVER,CO,80205-3856,R,VOC,Volatile Organic Compounds,1.010445,TON,08,Na,A,0
"POINT (-765893.98114266 1888600.54579957)",1373611,CODPH,CO0000000803100,08,CO,Denver,08031,,"7-ELEVEN, INC. - NO 23867",447110,Gasoline Stations with Convenience Stores,Gasoline/Diesel Service Station,1499 S FEDERAL BLVD,DENVER,CO,80219-4720,R,VOC,Volatile Organic Compounds,0.906376,TON,08,Na,A,0
